date,item_name,category,leftover_qty,waste_kg,waste_cost_inr,day_of_week,is_weekend,is_holiday,weather,staff_count,event_flag
2024-06-03,Kulfi,Desserts,11,1.57,439.6,Monday,0,0,Rainy,11,0
2024-06-04,Paneer Butter Masala,Main Course,6,1.79,572.8,Tuesday,0,0,Rainy,11,0
2024-06-04,Dal Makhani,Main Course,5,1.54,492.8,Tuesday,0,0,Rainy,11,0
2024-06-04,Chicken Biryani,Main Course,4,1.08,345.6,Tuesday,0,0,Rainy,11,0
2024-06-04,Mutton Rogan Josh,Main Course,12,4.02,1286.4,Tuesday,0,0,Rainy,11,0
2024-06-04,Paneer Tikka,Starters,12,2.12,530.0,Tuesday,0,0,Rainy,11,0
2024-06-04,Chicken Tandoori,Starters,5,0.8,200.0,Tuesday,0,0,Rainy,11,0
2024-06-04,Veg Spring Rolls,Starters,5,0.95,237.5,Tuesday,0,0,Rainy,11,0
2024-06-04,Fish Amritsari,Starters,10,1.62,405.0,Tuesday,0,0,Rainy,11,0
2024-06-04,Butter Naan,Breads,7,0.54,64.8,Tuesday,0,0,Rainy,11,0
2024-06-04,Garlic Naan,Breads,41,2.61,313.2,Tuesday,0,0,Rainy,11,0
2024-06-04,Tandoori Roti,Breads,5,0.38,45.6,Tuesday,0,0,Rainy,11,0
2024-06-04,Gulab Jamun,Desserts,3,0.36,100.8,Tuesday,0,0,Rainy,11,0
2024-06-04,Ras Malai,Desserts,5,0.53,148.4,Tuesday,0,0,Rainy,11,0
2024-06-04,Kheer,Desserts,2,0.25,70.0,Tuesday,0,0,Rainy,11,0
2024-06-04,Kulfi,Desserts,10,1.45,406.0,Tuesday,0,0,Rainy,11,0
2024-06-05,Paneer Butter Masala,Main Course,5,1.44,460.8,Wednesday,0,0,Stormy,9,0
2024-06-05,Dal Makhani,Main Course,17,5.48,1753.6,Wednesday,0,0,Stormy,9,0
2024-06-05,Chicken Biryani,Main Course,3,1.01,323.2,Wednesday,0,0,Stormy,9,0
2024-06-05,Mutton Rogan Josh,Main Course,12,2.99,956.8,Wednesday,0,0,Stormy,9,0
2024-06-05,Paneer Tikka,Starters,7,1.24,310.0,Wednesday,0,0,Stormy,9,0
2024-06-05,Chicken Tandoori,Starters,8,1.29,322.5,Wednesday,0,0,Stormy,9,0
2024-06-05,Veg Spring Rolls,Starters,7,1.22,305.0,Wednesday,0,0,Stormy,9,0
2024-06-05,Fish Amritsari,Starters,12,1.72,430.0,Wednesday,0,0,Stormy,9,0
2024-06-05,Butter Naan,Breads,3,0.19,22.8,Wednesday,0,0,Stormy,9,0
2024-06-05,Garlic Naan,Breads,8,0.5,60.0,Wednesday,0,0,Stormy,9,0
2024-06-05,Tandoori Roti,Breads,5,0.39,46.8,Wednesday,0,0,Stormy,9,0
2024-06-05,Gulab Jamun,Desserts,2,0.21,58.8,Wednesday,0,0,Stormy,9,0
2024-06-05,Ras Malai,Desserts,6,0.78,218.4,Wednesday,0,0,Stormy,9,0
2024-06-05,Kheer,Desserts,4,0.42,117.6,Wednesday,0,0,Stormy,9,0
2024-06-05,Kulfi,Desserts,8,1.13,316.4,Wednesday,0,0,Stormy,9,0
2024-06-06,Paneer Butter Masala,Main Course,3,0.96,307.2,Thursday,0,0,Stormy,11,0
2024-06-06,Dal Makhani,Main Course,5,1.43,457.6,Thursday,0,0,Stormy,11,0
2024-06-06,Chicken Biryani,Main Course,6,1.88,601.6,Thursday,0,0,Stormy,11,0
2024-06-06,Mutton Rogan Josh,Main Course,12,4.12,1318.4,Thursday,0,0,Stormy,11,0
2024-06-06,Paneer Tikka,Starters,5,0.73,182.5,Thursday,0,0,Stormy,11,0
2024-06-06,Chicken Tandoori,Starters,4,0.58,145.0,Thursday,0,0,Stormy,11,0
2024-06-06,Veg Spring Rolls,Starters,9,1.55,387.5,Thursday,0,0,Stormy,11,0
2024-06-06,Fish Amritsari,Starters,14,2.21,552.5,Thursday,0,0,Stormy,11,0
2024-06-06,Butter Naan,Breads,8,0.61,73.2,Thursday,0,0,Stormy,11,0
2024-06-06,Garlic Naan,Breads,15,1.06,127.2,Thursday,0,0,Stormy,11,0
2024-06-06,Tandoori Roti,Breads,14,0.97,116.4,Thursday,0,0,Stormy,11,0
2024-06-06,Gulab Jamun,Desserts,5,0.7,196.0,Thursday,0,0,Stormy,11,0
2024-06-06,Ras Malai,Desserts,6,0.71,198.8,Thursday,0,0,Stormy,11,0
2024-06-06,Kheer,Desserts,3,0.45,126.0,Thursday,0,0,Stormy,11,0
2024-06-06,Kulfi,Desserts,6,0.83,232.4,Thursday,0,0,Stormy,11,0
2024-06-07,Paneer Butter Masala,Main Course,4,1.34,428.8,Friday,0,0,Sunny,10,0
2024-06-07,Dal Makhani,Main Course,10,3.31,1059.2,Friday,0,0,Sunny,10,0
2024-06-07,Chicken Biryani,Main Course,1,0.35,112.0,Friday,0,0,Sunny,10,0
2024-06-07,Mutton Rogan Josh,Main Course,16,5.0,1600.0,Friday,0,0,Sunny,10,0
2024-06-07,Paneer Tikka,Starters,4,0.66,165.0,Friday,0,0,Sunny,10,0
2024-06-07,Chicken Tandoori,Starters,6,1.18,295.0,Friday,0,0,Sunny,10,0
2024-06-07,Veg Spring Rolls,Starters,10,1.8,450.0,Friday,0,0,Sunny,10,0
2024-06-07,Fish Amritsari,Starters,20,3.05,762.5,Friday,0,0,Sunny,10,0
2024-06-07,Butter Naan,Breads,10,0.56,67.2,Friday,0,0,Sunny,10,0
2024-06-07,Garlic Naan,Breads,7,0.52,62.4,Friday,0,0,Sunny,10,0
2024-06-07,Tandoori Roti,Breads,18,1.09,130.8,Friday,0,0,Sunny,10,0
2024-06-07,Gulab Jamun,Desserts,12,1.3,364.0,Friday,0,0,Sunny,10,0
2024-06-07,Ras Malai,Desserts,21,2.71,758.8,Friday,0,0,Sunny,10,0
2024-06-07,Kheer,Desserts,7,0.76,212.8,Friday,0,0,Sunny,10,0
2024-06-07,Kulfi,Desserts,6,0.88,246.4,Friday,0,0,Sunny,10,0
2024-06-08,Paneer Butter Masala,Main Course,4,1.14,364.8,Saturday,1,0,Rainy,13,0
2024-06-08,Dal Makhani,Main Course,14,4.78,1529.6,Saturday,1,0,Rainy,13,0
2024-06-08,Chicken Biryani,Main Course,3,0.75,240.0,Saturday,1,0,Rainy,13,0
2024-06-08,Mutton Rogan Josh,Main Course,15,4.91,1571.2,Saturday,1,0,Rainy,13,0
2024-06-08,Paneer Tikka,Starters,11,2.08,520.0,Saturday,1,0,Rainy,13,0
2024-06-08,Chicken Tandoori,Starters,33,5.07,1267.5,Saturday,1,0,Rainy,13,0
2024-06-08,Veg Spring Rolls,Starters,13,2.37,592.5,Saturday,1,0,Rainy,13,0
2024-06-08,Fish Amritsari,Starters,15,2.49,622.5,Saturday,1,0,Rainy,13,0
2024-06-08,Butter Naan,Breads,11,0.72,86.4,Saturday,1,0,Rainy,13,0
2024-06-08,Garlic Naan,Breads,7,0.46,55.2,Saturday,1,0,Rainy,13,0
2024-06-08,Tandoori Roti,Breads,6,0.4,48.0,Saturday,1,0,Rainy,13,0
2024-06-08,Gulab Jamun,Desserts,8,1.07,299.6,Saturday,1,0,Rainy,13,0
2024-06-08,Ras Malai,Desserts,8,1.16,324.8,Saturday,1,0,Rainy,13,0
2024-06-08,Kheer,Desserts,9,1.3,364.0,Saturday,1,0,Rainy,13,0
2024-06-08,Kulfi,Desserts,13,1.64,459.2,Saturday,1,0,Rainy,13,0
2024-06-09,Paneer Butter Masala,Main Course,30,8.61,2755.2,Sunday,1,0,Cloudy,12,0
2024-06-09,Dal Makhani,Main Course,5,1.4,448.0,Sunday,1,0,Cloudy,12,0
2024-06-09,Chicken Biryani,Main Course,8,2.49,796.8,Sunday,1,0,Cloudy,12,0
2024-06-09,Mutton Rogan Josh,Main Course,14,4.41,1411.2,Sunday,1,0,Cloudy,12,0
2024-06-09,Paneer Tikka,Starters,6,0.86,215.0,Sunday,1,0,Cloudy,12,0
2024-06-09,Chicken Tandoori,Starters,7,1.04,260.0,Sunday,1,0,Cloudy,12,0
2024-06-09,Veg Spring Rolls,Starters,6,0.92,230.0,Sunday,1,0,Cloudy,12,0
2024-06-09,Fish Amritsari,Starters,27,4.15,1037.5,Sunday,1,0,Cloudy,12,0
2024-06-09,Butter Naan,Breads,16,0.99,118.8,Sunday,1,0,Cloudy,12,0
2024-06-09,Garlic Naan,Breads,9,0.59,70.8,Sunday,1,0,Cloudy,12,0
2024-06-09,Tandoori Roti,Breads,28,2.05,246.0,Sunday,1,0,Cloudy,12,0
2024-06-09,Gulab Jamun,Desserts,13,1.92,537.6,Sunday,1,0,Cloudy,12,0
2024-06-09,Ras Malai,Desserts,10,1.38,386.4,Sunday,1,0,Cloudy,12,0
2024-06-09,Kheer,Desserts,11,1.57,439.6,Sunday,1,0,Cloudy,12,0
2024-06-09,Kulfi,Desserts,17,2.38,666.4,Sunday,1,0,Cloudy,12,0
2024-06-10,Paneer Butter Masala,Main Course,3,0.98,313.6,Monday,0,0,Stormy,12,0
2024-06-10,Dal Makhani,Main Course,3,0.95,304.0,Monday,0,0,Stormy,12,0
2024-06-10,Chicken Biryani,Main Course,4,1.05,336.0,Monday,0,0,Stormy,12,0
2024-06-10,Mutton Rogan Josh,Main Course,7,2.09,668.8,Monday,0,0,Stormy,12,0
2024-06-10,Paneer Tikka,Starters,5,0.73,182.5,Monday,0,0,Stormy,12,0
2024-06-10,Chicken Tandoori,Starters,4,0.73,182.5,Monday,0,0,Stormy,12,0
2024-06-10,Veg Spring Rolls,Starters,3,0.54,135.0,Monday,0,0,Stormy,12,0
2024-06-10,Fish Amritsari,Starters,9,1.43,357.5,Monday,0,0,Stormy,12,0
2024-06-10,Butter Naan,Breads,10,0.74,88.8,Monday,0,0,Stormy,12,0
2024-06-10,Garlic Naan,Breads,19,1.18,141.6,Monday,0,0,Stormy,12,0
2024-06-10,Tandoori Roti,Breads,14,0.81,97.2,Monday,0,0,Stormy,12,0
2024-06-10,Gulab Jamun,Desserts,9,1.02,285.6,Monday,0,0,Stormy,12,0
2024-06-10,Ras Malai,Desserts,4,0.49,137.2,Monday,0,0,Stormy,12,0
2024-06-10,Kheer,Desserts,15,1.9,532.0,Monday,0,0,Stormy,12,0
2024-06-10,Kulfi,Desserts,4,0.42,117.6,Monday,0,0,Stormy,12,0
2024-06-11,Paneer Butter Masala,Main Course,3,0.84,268.8,Tuesday,0,0,Cloudy,12,0
2024-06-11,Dal Makhani,Main Course,12,4.05,1296.0,Tuesday,0,0,Cloudy,12,0
2024-06-11,Chicken Biryani,Main Course,4,1.22,390.4,Tuesday,0,0,Cloudy,12,0
2024-06-11,Mutton Rogan Josh,Main Course,15,3.79,1212.8,Tuesday,0,0,Cloudy,12,0
2024-06-11,Paneer Tikka,Starters,10,1.96,490.0,Tuesday,0,0,Cloudy,12,0
2024-06-11,Chicken Tandoori,Starters,5,0.91,227.5,Tuesday,0,0,Cloudy,12,0
2024-06-11,Veg Spring Rolls,Starters,3,0.57,142.5,Tuesday,0,0,Cloudy,12,0
2024-06-11,Fish Amritsari,Starters,43,6.87,1717.5,Tuesday,0,0,Cloudy,12,0
2024-06-11,Butter Naan,Breads,2,0.15,18.0,Tuesday,0,0,Cloudy,12,0
2024-06-11,Garlic Naan,Breads,16,0.93,111.6,Tuesday,0,0,Cloudy,12,0
2024-06-11,Tandoori Roti,Breads,15,1.07,128.4,Tuesday,0,0,Cloudy,12,0
2024-06-11,Gulab Jamun,Desserts,5,0.7,196.0,Tuesday,0,0,Cloudy,12,0
2024-06-11,Ras Malai,Desserts,3,0.35,98.0,Tuesday,0,0,Cloudy,12,0
2024-06-11,Kheer,Desserts,6,0.73,204.4,Tuesday,0,0,Cloudy,12,0
2024-06-11,Kulfi,Desserts,8,1.04,291.2,Tuesday,0,0,Cloudy,12,0
2024-06-12,Paneer Butter Masala,Main Course,6,2.0,640.0,Wednesday,0,0,Cloudy,8,0
2024-06-12,Dal Makhani,Main Course,4,1.33,425.6,Wednesday,0,0,Cloudy,8,0
2024-06-12,Chicken Biryani,Main Course,5,1.64,524.8,Wednesday,0,0,Cloudy,8,0
2024-06-12,Mutton Rogan Josh,Main Course,13,3.28,1049.6,Wednesday,0,0,Cloudy,8,0
2024-06-12,Paneer Tikka,Starters,4,0.62,155.0,Wednesday,0,0,Cloudy,8,0
2024-06-12,Chicken Tandoori,Starters,3,0.54,135.0,Wednesday,0,0,Cloudy,8,0
2024-06-12,Veg Spring Rolls,Starters,6,0.97,242.5,Wednesday,0,0,Cloudy,8,0
2024-06-12,Fish Amritsari,Starters,23,4.18,1045.0,Wednesday,0,0,Cloudy,8,0
2024-06-12,Butter Naan,Breads,8,0.52,62.4,Wednesday,0,0,Cloudy,8,0
2024-06-12,Garlic Naan,Breads,4,0.27,32.4,Wednesday,0,0,Cloudy,8,0
2024-06-12,Tandoori Roti,Breads,23,1.49,178.8,Wednesday,0,0,Cloudy,8,0
2024-06-12,Gulab Jamun,Desserts,10,1.41,394.8,Wednesday,0,0,Cloudy,8,0
2024-06-12,Ras Malai,Desserts,3,0.41,114.8,Wednesday,0,0,Cloudy,8,0
2024-06-12,Kheer,Desserts,3,0.36,100.8,Wednesday,0,0,Cloudy,8,0
2024-06-12,Kulfi,Desserts,8,0.91,254.8,Wednesday,0,0,Cloudy,8,0
2024-06-13,Paneer Butter Masala,Main Course,2,0.61,195.2,Thursday,0,0,Sunny,12,0
2024-06-13,Dal Makhani,Main Course,5,1.65,528.0,Thursday,0,0,Sunny,12,0
2024-06-13,Chicken Biryani,Main Course,5,1.72,550.4,Thursday,0,0,Sunny,12,0
2024-06-13,Mutton Rogan Josh,Main Course,15,4.95,1584.0,Thursday,0,0,Sunny,12,0
2024-06-13,Paneer Tikka,Starters,8,1.53,382.5,Thursday,0,0,Sunny,12,0
2024-06-13,Chicken Tandoori,Starters,14,2.31,577.5,Thursday,0,0,Sunny,12,0
2024-06-13,Veg Spring Rolls,Starters,4,0.75,187.5,Thursday,0,0,Sunny,12,0
2024-06-13,Fish Amritsari,Starters,15,2.78,695.0,Thursday,0,0,Sunny,12,0
2024-06-13,Butter Naan,Breads,11,0.82,98.4,Thursday,0,0,Sunny,12,0
2024-06-13,Garlic Naan,Breads,9,0.65,78.0,Thursday,0,0,Sunny,12,0
2024-06-13,Tandoori Roti,Breads,22,1.7,204.0,Thursday,0,0,Sunny,12,0
2024-06-13,Gulab Jamun,Desserts,6,0.74,207.2,Thursday,0,0,Sunny,12,0
2024-06-13,Ras Malai,Desserts,3,0.38,106.4,Thursday,0,0,Sunny,12,0
2024-06-13,Kheer,Desserts,7,1.01,282.8,Thursday,0,0,Sunny,12,0
2024-06-13,Kulfi,Desserts,12,1.61,450.8,Thursday,0,0,Sunny,12,0
2024-06-14,Paneer Butter Masala,Main Course,3,0.79,252.8,Friday,0,0,Cloudy,8,0
2024-06-14,Dal Makhani,Main Course,8,2.16,691.2,Friday,0,0,Cloudy,8,0
2024-06-14,Chicken Biryani,Main Course,7,1.95,624.0,Friday,0,0,Cloudy,8,0
2024-06-14,Mutton Rogan Josh,Main Course,14,3.83,1225.6,Friday,0,0,Cloudy,8,0
2024-06-14,Paneer Tikka,Starters,14,2.02,505.0,Friday,0,0,Cloudy,8,0
2024-06-14,Chicken Tandoori,Starters,9,1.49,372.5,Friday,0,0,Cloudy,8,0
2024-06-14,Veg Spring Rolls,Starters,4,0.77,192.5,Friday,0,0,Cloudy,8,0
2024-06-14,Fish Amritsari,Starters,14,2.36,590.0,Friday,0,0,Cloudy,8,0
2024-06-14,Butter Naan,Breads,4,0.29,34.8,Friday,0,0,Cloudy,8,0
2024-06-14,Garlic Naan,Breads,19,1.25,150.0,Friday,0,0,Cloudy,8,0
2024-06-14,Tandoori Roti,Breads,6,0.42,50.4,Friday,0,0,Cloudy,8,0
2024-06-14,Gulab Jamun,Desserts,9,1.19,333.2,Friday,0,0,Cloudy,8,0
2024-06-14,Ras Malai,Desserts,2,0.24,67.2,Friday,0,0,Cloudy,8,0
2024-06-14,Kheer,Desserts,2,0.28,78.4,Friday,0,0,Cloudy,8,0
2024-06-14,Kulfi,Desserts,9,1.22,341.6,Friday,0,0,Cloudy,8,0
2024-06-15,Paneer Butter Masala,Main Course,11,3.05,976.0,Saturday,1,0,Sunny,10,1
2024-06-15,Dal Makhani,Main Course,13,3.41,1091.2,Saturday,1,0,Sunny,10,1
2024-06-15,Chicken Biryani,Main Course,9,2.64,844.8,Saturday,1,0,Sunny,10,1
2024-06-15,Mutton Rogan Josh,Main Course,20,5.49,1756.8,Saturday,1,0,Sunny,10,1
2024-06-15,Paneer Tikka,Starters,10,1.56,390.0,Saturday,1,0,Sunny,10,1
2024-06-15,Chicken Tandoori,Starters,14,2.72,680.0,Saturday,1,0,Sunny,10,1
2024-06-15,Veg Spring Rolls,Starters,22,3.22,805.0,Saturday,1,0,Sunny,10,1
2024-06-15,Fish Amritsari,Starters,22,4.4,1100.0,Saturday,1,0,Sunny,10,1
2024-06-15,Butter Naan,Breads,5,0.36,43.2,Saturday,1,0,Sunny,10,1
2024-06-15,Garlic Naan,Breads,30,1.73,207.6,Saturday,1,0,Sunny,10,1
2024-06-15,Tandoori Roti,Breads,31,1.83,219.6,Saturday,1,0,Sunny,10,1
2024-06-15,Gulab Jamun,Desserts,12,1.57,439.6,Saturday,1,0,Sunny,10,1
2024-06-15,Ras Malai,Desserts,15,1.66,464.8,Saturday,1,0,Sunny,10,1
2024-06-15,Kheer,Desserts,6,0.71,198.8,Saturday,1,0,Sunny,10,1
2024-06-15,Kulfi,Desserts,12,1.61,450.8,Saturday,1,0,Sunny,10,1
2024-06-16,Paneer Butter Masala,Main Course,9,2.26,723.2,Sunday,1,0,Rainy,14,0
2024-06-16,Dal Makhani,Main Course,8,2.32,742.4,Sunday,1,0,Rainy,14,0
2024-06-16,Chicken Biryani,Main Course,2,0.56,179.2,Sunday,1,0,Rainy,14,0
2024-06-16,Mutton Rogan Josh,Main Course,13,4.3,1376.0,Sunday,1,0,Rainy,14,0
2024-06-16,Paneer Tikka,Starters,11,1.98,495.0,Sunday,1,0,Rainy,14,0
2024-06-16,Chicken Tandoori,Starters,5,0.85,212.5,Sunday,1,0,Rainy,14,0
2024-06-16,Veg Spring Rolls,Starters,4,0.56,140.0,Sunday,1,0,Rainy,14,0
2024-06-16,Fish Amritsari,Starters,31,5.05,1262.5,Sunday,1,0,Rainy,14,0
2024-06-16,Butter Naan,Breads,2,0.15,18.0,Sunday,1,0,Rainy,14,0
2024-06-16,Garlic Naan,Breads,10,0.72,86.4,Sunday,1,0,Rainy,14,0
2024-06-16,Tandoori Roti,Breads,17,1.23,147.6,Sunday,1,0,Rainy,14,0
2024-06-16,Gulab Jamun,Desserts,8,1.11,310.8,Sunday,1,0,Rainy,14,0
2024-06-16,Ras Malai,Desserts,6,0.84,235.2,Sunday,1,0,Rainy,14,0
2024-06-16,Kheer,Desserts,9,1.31,366.8,Sunday,1,0,Rainy,14,0
2024-06-16,Kulfi,Desserts,15,2.05,574.0,Sunday,1,0,Rainy,14,0
2024-06-17,Paneer Butter Masala,Main Course,3,0.97,310.4,Monday,0,0,Stormy,11,0
2024-06-17,Dal Makhani,Main Course,3,0.87,278.4,Monday,0,0,Stormy,11,0
2024-06-17,Chicken Biryani,Main Course,5,1.72,550.4,Monday,0,0,Stormy,11,0
2024-06-17,Mutton Rogan Josh,Main Course,10,3.26,1043.2,Monday,0,0,Stormy,11,0
2024-06-17,Paneer Tikka,Starters,9,1.58,395.0,Monday,0,0,Stormy,11,0
2024-06-17,Chicken Tandoori,Starters,12,1.69,422.5,Monday,0,0,Stormy,11,0
2024-06-17,Veg Spring Rolls,Starters,4,0.8,200.0,Monday,0,0,Stormy,11,0
2024-06-17,Fish Amritsari,Starters,9,1.79,447.5,Monday,0,0,Stormy,11,0
2024-06-17,Butter Naan,Breads,3,0.21,25.2,Monday,0,0,Stormy,11,0
2024-06-17,Garlic Naan,Breads,9,0.68,81.6,Monday,0,0,Stormy,11,0
2024-06-17,Tandoori Roti,Breads,37,2.59,310.8,Monday,0,0,Stormy,11,0
2024-06-17,Gulab Jamun,Desserts,6,0.83,232.4,Monday,0,0,Stormy,11,0
2024-06-17,Ras Malai,Desserts,4,0.51,142.8,Monday,0,0,Stormy,11,0
2024-06-17,Kheer,Desserts,8,0.9,252.0,Monday,0,0,Stormy,11,0
2024-06-17,Kulfi,Desserts,11,1.5,420.0,Monday,0,0,Stormy,11,0
2024-06-18,Paneer Butter Masala,Main Course,7,2.13,681.6,Tuesday,0,0,Sunny,11,1
2024-06-18,Dal Makhani,Main Course,7,1.81,579.2,Tuesday,0,0,Sunny,11,1
2024-06-18,Chicken Biryani,Main Course,7,2.37,758.4,Tuesday,0,0,Sunny,11,1
2024-06-18,Mutton Rogan Josh,Main Course,20,6.33,2025.6,Tuesday,0,0,Sunny,11,1
2024-06-18,Paneer Tikka,Starters,8,1.49,372.5,Tuesday,0,0,Sunny,11,1
2024-06-18,Chicken Tandoori,Starters,31,5.68,1420.0,Tuesday,0,0,Sunny,11,1
2024-06-18,Veg Spring Rolls,Starters,10,1.47,367.5,Tuesday,0,0,Sunny,11,1
2024-06-18,Fish Amritsari,Starters,21,3.8,950.0,Tuesday,0,0,Sunny,11,1
2024-06-18,Butter Naan,Breads,13,0.87,104.4,Tuesday,0,0,Sunny,11,1
2024-06-18,Garlic Naan,Breads,7,0.48,57.6,Tuesday,0,0,Sunny,11,1
2024-06-18,Tandoori Roti,Breads,9,0.6,72.0,Tuesday,0,0,Sunny,11,1
2024-06-18,Gulab Jamun,Desserts,5,0.68,190.4,Tuesday,0,0,Sunny,11,1
2024-06-18,Ras Malai,Desserts,3,0.34,95.2,Tuesday,0,0,Sunny,11,1
2024-06-18,Kheer,Desserts,4,0.45,126.0,Tuesday,0,0,Sunny,11,1
2024-06-18,Kulfi,Desserts,12,1.63,456.4,Tuesday,0,0,Sunny,11,1
2024-06-19,Paneer Butter Masala,Main Course,7,1.98,633.6,Wednesday,0,0,Sunny,10,0
2024-06-19,Dal Makhani,Main Course,11,3.38,1081.6,Wednesday,0,0,Sunny,10,0
2024-06-19,Chicken Biryani,Main Course,4,1.24,396.8,Wednesday,0,0,Sunny,10,0
2024-06-19,Mutton Rogan Josh,Main Course,10,2.84,908.8,Wednesday,0,0,Sunny,10,0
2024-06-19,Paneer Tikka,Starters,11,1.56,390.0,Wednesday,0,0,Sunny,10,0
2024-06-19,Chicken Tandoori,Starters,5,0.75,187.5,Wednesday,0,0,Sunny,10,0
2024-06-19,Veg Spring Rolls,Starters,8,1.33,332.5,Wednesday,0,0,Sunny,10,0
2024-06-19,Fish Amritsari,Starters,45,6.72,1680.0,Wednesday,0,0,Sunny,10,0
2024-06-19,Butter Naan,Breads,36,2.49,298.8,Wednesday,0,0,Sunny,10,0
2024-06-19,Garlic Naan,Breads,11,0.8,96.0,Wednesday,0,0,Sunny,10,0
2024-06-19,Tandoori Roti,Breads,22,1.3,156.0,Wednesday,0,0,Sunny,10,0
2024-06-19,Gulab Jamun,Desserts,7,0.77,215.6,Wednesday,0,0,Sunny,10,0
2024-06-19,Ras Malai,Desserts,4,0.58,162.4,Wednesday,0,0,Sunny,10,0
2024-06-19,Kheer,Desserts,7,1.02,285.6,Wednesday,0,0,Sunny,10,0
2024-06-19,Kulfi,Desserts,8,1.13,316.4,Wednesday,0,0,Sunny,10,0
2024-06-20,Paneer Butter Masala,Main Course,3,1.04,332.8,Thursday,0,0,Cloudy,10,0
2024-06-20,Dal Makhani,Main Course,3,0.75,240.0,Thursday,0,0,Cloudy,10,0
2024-06-20,Chicken Biryani,Main Course,3,0.8,256.0,Thursday,0,0,Cloudy,10,0
2024-06-20,Mutton Rogan Josh,Main Course,26,7.45,2384.0,Thursday,0,0,Cloudy,10,0
2024-06-20,Paneer Tikka,Starters,6,0.94,235.0,Thursday,0,0,Cloudy,10,0
2024-06-20,Chicken Tandoori,Starters,7,1.29,322.5,Thursday,0,0,Cloudy,10,0
2024-06-20,Veg Spring Rolls,Starters,5,0.74,185.0,Thursday,0,0,Cloudy,10,0
2024-06-20,Fish Amritsari,Starters,12,2.15,537.5,Thursday,0,0,Cloudy,10,0
2024-06-20,Butter Naan,Breads,10,0.77,92.4,Thursday,0,0,Cloudy,10,0
2024-06-20,Garlic Naan,Breads,13,0.77,92.4,Thursday,0,0,Cloudy,10,0
2024-06-20,Tandoori Roti,Breads,17,1.03,123.6,Thursday,0,0,Cloudy,10,0
2024-06-20,Gulab Jamun,Desserts,11,1.44,403.2,Thursday,0,0,Cloudy,10,0
2024-06-20,Ras Malai,Desserts,11,1.19,333.2,Thursday,0,0,Cloudy,10,0
2024-06-20,Kheer,Desserts,4,0.53,148.4,Thursday,0,0,Cloudy,10,0
2024-06-20,Kulfi,Desserts,11,1.58,442.4,Thursday,0,0,Cloudy,10,0
2024-06-21,Paneer Butter Masala,Main Course,6,1.54,492.8,Friday,0,0,Rainy,10,0
2024-06-21,Dal Makhani,Main Course,11,3.49,1116.8,Friday,0,0,Rainy,10,0
2024-06-21,Chicken Biryani,Main Course,4,1.38,441.6,Friday,0,0,Rainy,10,0
2024-06-21,Mutton Rogan Josh,Main Course,10,2.7,864.0,Friday,0,0,Rainy,10,0
2024-06-21,Paneer Tikka,Starters,5,0.95,237.5,Friday,0,0,Rainy,10,0
2024-06-21,Chicken Tandoori,Starters,11,1.64,410.0,Friday,0,0,Rainy,10,0
2024-06-21,Veg Spring Rolls,Starters,8,1.4,350.0,Friday,0,0,Rainy,10,0
2024-06-21,Fish Amritsari,Starters,11,1.75,437.5,Friday,0,0,Rainy,10,0
2024-06-21,Butter Naan,Breads,3,0.17,20.4,Friday,0,0,Rainy,10,0
2024-06-21,Garlic Naan,Breads,10,0.7,84.0,Friday,0,0,Rainy,10,0
2024-06-21,Tandoori Roti,Breads,7,0.47,56.4,Friday,0,0,Rainy,10,0
2024-06-21,Gulab Jamun,Desserts,2,0.28,78.4,Friday,0,0,Rainy,10,0
2024-06-21,Ras Malai,Desserts,7,0.76,212.8,Friday,0,0,Rainy,10,0
2024-06-21,Kheer,Desserts,8,1.03,288.4,Friday,0,0,Rainy,10,0
2024-06-21,Kulfi,Desserts,8,1.18,330.4,Friday,0,0,Rainy,10,0
2024-06-22,Paneer Butter Masala,Main Course,11,3.1,992.0,Saturday,1,0,Cloudy,14,1
2024-06-22,Dal Makhani,Main Course,7,2.03,649.6,Saturday,1,0,Cloudy,14,1
2024-06-22,Chicken Biryani,Main Course,4,1.34,428.8,Saturday,1,0,Cloudy,14,1
2024-06-22,Mutton Rogan Josh,Main Course,21,7.18,2297.6,Saturday,1,0,Cloudy,14,1
2024-06-22,Paneer Tikka,Starters,9,1.75,437.5,Saturday,1,0,Cloudy,14,1
2024-06-22,Chicken Tandoori,Starters,18,3.56,890.0,Saturday,1,0,Cloudy,14,1
2024-06-22,Veg Spring Rolls,Starters,7,1.18,295.0,Saturday,1,0,Cloudy,14,1
2024-06-22,Fish Amritsari,Starters,29,5.21,1302.5,Saturday,1,0,Cloudy,14,1
2024-06-22,Butter Naan,Breads,6,0.46,55.2,Saturday,1,0,Cloudy,14,1
2024-06-22,Garlic Naan,Breads,15,1.06,127.2,Saturday,1,0,Cloudy,14,1
2024-06-22,Tandoori Roti,Breads,10,0.59,70.8,Saturday,1,0,Cloudy,14,1
2024-06-22,Gulab Jamun,Desserts,7,0.84,235.2,Saturday,1,0,Cloudy,14,1
2024-06-22,Ras Malai,Desserts,10,1.2,336.0,Saturday,1,0,Cloudy,14,1
2024-06-22,Kheer,Desserts,9,1.05,294.0,Saturday,1,0,Cloudy,14,1
2024-06-22,Kulfi,Desserts,19,2.27,635.6,Saturday,1,0,Cloudy,14,1
