date,item_name,category,prep_qty,orders_qty,day_of_week,is_weekend,is_holiday,weather,staff_count,event_flag
2024-04-20,Tandoori Roti,Breads,118,110,Saturday,1,0,Cloudy,15,1
2024-04-20,Gulab Jamun,Desserts,74,48,Saturday,1,0,Cloudy,15,1
2024-04-20,Ras Malai,Desserts,59,45,Saturday,1,0,Cloudy,15,1
2024-04-20,Kheer,Desserts,46,42,Saturday,1,0,Cloudy,15,1
2024-04-20,Kulfi,Desserts,48,25,Saturday,1,0,Cloudy,15,1
2024-04-21,Paneer Butter Masala,Main Course,58,48,Sunday,1,0,Sunny,16,0
2024-04-21,Dal Makhani,Main Course,67,48,Sunday,1,0,Sunny,16,0
2024-04-21,Chicken Biryani,Main Course,66,59,Sunday,1,0,Sunny,16,0
2024-04-21,Mutton Rogan Josh,Main Course,56,35,Sunday,1,0,Sunny,16,0
2024-04-21,Paneer Tikka,Starters,77,63,Sunday,1,0,Sunny,16,0
2024-04-21,Chicken Tandoori,Starters,70,49,Sunday,1,0,Sunny,16,0
2024-04-21,Veg Spring Rolls,Starters,79,65,Sunday,1,0,Sunny,16,0
2024-04-21,Fish Amritsari,Starters,84,53,Sunday,1,0,Sunny,16,0
2024-04-21,Butter Naan,Breads,117,111,Sunday,1,0,Sunny,16,0
2024-04-21,Garlic Naan,Breads,94,69,Sunday,1,0,Sunny,16,0
2024-04-21,Tandoori Roti,Breads,106,84,Sunday,1,0,Sunny,16,0
2024-04-21,Gulab Jamun,Desserts,52,35,Sunday,1,0,Sunny,16,0
2024-04-21,Ras Malai,Desserts,49,31,Sunday,1,0,Sunny,16,0
2024-04-21,Kheer,Desserts,49,34,Sunday,1,0,Sunny,16,0
2024-04-21,Kulfi,Desserts,37,18,Sunday,1,0,Sunny,16,0
2024-04-22,Paneer Butter Masala,Main Course,42,33,Monday,0,0,Sunny,12,0
2024-04-22,Dal Makhani,Main Course,49,44,Monday,0,0,Sunny,12,0
2024-04-22,Chicken Biryani,Main Course,40,34,Monday,0,0,Sunny,12,0
2024-04-22,Mutton Rogan Josh,Main Course,41,25,Monday,0,0,Sunny,12,0
2024-04-22,Paneer Tikka,Starters,60,47,Monday,0,0,Sunny,12,0
2024-04-22,Chicken Tandoori,Starters,52,37,Monday,0,0,Sunny,12,0
2024-04-22,Veg Spring Rolls,Starters,51,48,Monday,0,0,Sunny,12,0
2024-04-22,Fish Amritsari,Starters,53,40,Monday,0,0,Sunny,12,0
2024-04-22,Butter Naan,Breads,69,58,Monday,0,0,Sunny,12,0
2024-04-22,Garlic Naan,Breads,69,53,Monday,0,0,Sunny,12,0
2024-04-22,Tandoori Roti,Breads,73,49,Monday,0,0,Sunny,12,0
2024-04-22,Gulab Jamun,Desserts,43,39,Monday,0,0,Sunny,12,0
2024-04-22,Ras Malai,Desserts,40,35,Monday,0,0,Sunny,12,0
2024-04-22,Kheer,Desserts,29,19,Monday,0,0,Sunny,12,0
2024-04-22,Kulfi,Desserts,29,17,Monday,0,0,Sunny,12,0
2024-04-23,Paneer Butter Masala,Main Course,49,46,Tuesday,0,0,Sunny,8,0
2024-04-23,Dal Makhani,Main Course,45,30,Tuesday,0,0,Sunny,8,0
2024-04-23,Chicken Biryani,Main Course,46,44,Tuesday,0,0,Sunny,8,0
2024-04-23,Mutton Rogan Josh,Main Course,43,24,Tuesday,0,0,Sunny,8,0
2024-04-23,Paneer Tikka,Starters,52,34,Tuesday,0,0,Sunny,8,0
2024-04-23,Chicken Tandoori,Starters,56,40,Tuesday,0,0,Sunny,8,0
2024-04-23,Veg Spring Rolls,Starters,50,33,Tuesday,0,0,Sunny,8,0
2024-04-23,Fish Amritsari,Starters,54,31,Tuesday,0,0,Sunny,8,0
2024-04-23,Butter Naan,Breads,82,70,Tuesday,0,0,Sunny,8,0
2024-04-23,Garlic Naan,Breads,83,61,Tuesday,0,0,Sunny,8,0
2024-04-23,Tandoori Roti,Breads,83,76,Tuesday,0,0,Sunny,8,0
2024-04-23,Gulab Jamun,Desserts,44,36,Tuesday,0,0,Sunny,8,0
2024-04-23,Ras Malai,Desserts,39,33,Tuesday,0,0,Sunny,8,0
2024-04-23,Kheer,Desserts,35,23,Tuesday,0,0,Sunny,8,0
2024-04-23,Kulfi,Desserts,33,23,Tuesday,0,0,Sunny,8,0
2024-04-24,Paneer Butter Masala,Main Course,45,39,Wednesday,0,0,Cloudy,11,0
2024-04-24,Dal Makhani,Main Course,53,42,Wednesday,0,0,Cloudy,11,0
2024-04-24,Chicken Biryani,Main Course,42,36,Wednesday,0,0,Cloudy,11,0
2024-04-24,Mutton Rogan Josh,Main Course,41,24,Wednesday,0,0,Cloudy,11,0
2024-04-24,Paneer Tikka,Starters,51,45,Wednesday,0,0,Cloudy,11,0
2024-04-24,Chicken Tandoori,Starters,55,41,Wednesday,0,0,Cloudy,11,0
2024-04-24,Veg Spring Rolls,Starters,54,35,Wednesday,0,0,Cloudy,11,0
2024-04-24,Fish Amritsari,Starters,49,24,Wednesday,0,0,Cloudy,11,0
2024-04-24,Butter Naan,Breads,70,68,Wednesday,0,0,Cloudy,11,0
2024-04-24,Garlic Naan,Breads,74,55,Wednesday,0,0,Cloudy,11,0
2024-04-24,Tandoori Roti,Breads,80,67,Wednesday,0,0,Cloudy,11,0
2024-04-24,Gulab Jamun,Desserts,58,33,Wednesday,0,0,Cloudy,11,0
2024-04-24,Ras Malai,Desserts,35,25,Wednesday,0,0,Cloudy,11,0
2024-04-24,Kheer,Desserts,28,20,Wednesday,0,0,Cloudy,11,0
2024-04-24,Kulfi,Desserts,32,24,Wednesday,0,0,Cloudy,11,0
2024-04-25,Paneer Butter Masala,Main Course,46,44,Thursday,0,0,Cloudy,9,0
2024-04-25,Dal Makhani,Main Course,53,48,Thursday,0,0,Cloudy,9,0
2024-04-25,Chicken Biryani,Main Course,48,46,Thursday,0,0,Cloudy,9,0
2024-04-25,Mutton Rogan Josh,Main Course,40,29,Thursday,0,0,Cloudy,9,0
2024-04-25,Paneer Tikka,Starters,51,45,Thursday,0,0,Cloudy,9,0
2024-04-25,Chicken Tandoori,Starters,51,44,Thursday,0,0,Cloudy,9,0
2024-04-25,Veg Spring Rolls,Starters,54,50,Thursday,0,0,Cloudy,9,0
2024-04-25,Fish Amritsari,Starters,52,29,Thursday,0,0,Cloudy,9,0
2024-04-25,Butter Naan,Breads,73,59,Thursday,0,0,Cloudy,9,0
2024-04-25,Garlic Naan,Breads,67,46,Thursday,0,0,Cloudy,9,0
2024-04-25,Tandoori Roti,Breads,74,65,Thursday,0,0,Cloudy,9,0
2024-04-25,Gulab Jamun,Desserts,38,32,Thursday,0,0,Cloudy,9,0
2024-04-25,Ras Malai,Desserts,42,34,Thursday,0,0,Cloudy,9,0
2024-04-25,Kheer,Desserts,33,27,Thursday,0,0,Cloudy,9,0
2024-04-25,Kulfi,Desserts,27,20,Thursday,0,0,Cloudy,9,0
2024-04-26,Paneer Butter Masala,Main Course,48,44,Friday,0,0,Sunny,12,0
2024-04-26,Dal Makhani,Main Course,44,37,Friday,0,0,Sunny,12,0
2024-04-26,Chicken Biryani,Main Course,42,40,Friday,0,0,Sunny,12,0
2024-04-26,Mutton Rogan Josh,Main Course,44,35,Friday,0,0,Sunny,12,0
2024-04-26,Paneer Tikka,Starters,53,38,Friday,0,0,Sunny,12,0
2024-04-26,Chicken Tandoori,Starters,57,40,Friday,0,0,Sunny,12,0
2024-04-26,Veg Spring Rolls,Starters,123,45,Friday,0,0,Sunny,12,0
2024-04-26,Fish Amritsari,Starters,50,39,Friday,0,0,Sunny,12,0
2024-04-26,Butter Naan,Breads,84,72,Friday,0,0,Sunny,12,0
2024-04-26,Garlic Naan,Breads,73,62,Friday,0,0,Sunny,12,0
2024-04-26,Tandoori Roti,Breads,71,50,Friday,0,0,Sunny,12,0
2024-04-26,Gulab Jamun,Desserts,38,32,Friday,0,0,Sunny,12,0
2024-04-26,Ras Malai,Desserts,33,24,Friday,0,0,Sunny,12,0
2024-04-26,Kheer,Desserts,33,21,Friday,0,0,Sunny,12,0
2024-04-26,Kulfi,Desserts,30,17,Friday,0,0,Sunny,12,0
2024-04-27,Paneer Butter Masala,Main Course,65,58,Saturday,1,0,Rainy,13,1
2024-04-27,Dal Makhani,Main Course,74,48,Saturday,1,0,Rainy,13,1
2024-04-27,Chicken Biryani,Main Course,63,55,Saturday,1,0,Rainy,13,1
2024-04-27,Mutton Rogan Josh,Main Course,57,28,Saturday,1,0,Rainy,13,1
2024-04-27,Paneer Tikka,Starters,93,73,Saturday,1,0,Rainy,13,1
2024-04-27,Chicken Tandoori,Starters,82,54,Saturday,1,0,Rainy,13,1
2024-04-27,Veg Spring Rolls,Starters,95,82,Saturday,1,0,Rainy,13,1
2024-04-27,Fish Amritsari,Starters,95,52,Saturday,1,0,Rainy,13,1
2024-04-27,Butter Naan,Breads,111,98,Saturday,1,0,Rainy,13,1
2024-04-27,Garlic Naan,Breads,113,93,Saturday,1,0,Rainy,13,1
2024-04-27,Tandoori Roti,Breads,133,88,Saturday,1,0,Rainy,13,1
2024-04-27,Gulab Jamun,Desserts,56,51,Saturday,1,0,Rainy,13,1
2024-04-27,Ras Malai,Desserts,51,35,Saturday,1,0,Rainy,13,1
2024-04-27,Kheer,Desserts,45,29,Saturday,1,0,Rainy,13,1
2024-04-27,Kulfi,Desserts,50,38,Saturday,1,0,Rainy,13,1
2024-04-28,Paneer Butter Masala,Main Course,62,58,Sunday,1,0,Sunny,14,0
2024-04-28,Dal Makhani,Main Course,63,41,Sunday,1,0,Sunny,14,0
2024-04-28,Chicken Biryani,Main Course,56,50,Sunday,1,0,Sunny,14,0
2024-04-28,Mutton Rogan Josh,Main Course,61,41,Sunday,1,0,Sunny,14,0
2024-04-28,Paneer Tikka,Starters,87,81,Sunday,1,0,Sunny,14,0
2024-04-28,Chicken Tandoori,Starters,64,44,Sunday,1,0,Sunny,14,0
2024-04-28,Veg Spring Rolls,Starters,74,55,Sunday,1,0,Sunny,14,0
2024-04-28,Fish Amritsari,Starters,72,51,Sunday,1,0,Sunny,14,0
2024-04-28,Butter Naan,Breads,98,85,Sunday,1,0,Sunny,14,0
2024-04-28,Garlic Naan,Breads,104,76,Sunday,1,0,Sunny,14,0
2024-04-28,Tandoori Roti,Breads,114,93,Sunday,1,0,Sunny,14,0
2024-04-28,Gulab Jamun,Desserts,49,32,Sunday,1,0,Sunny,14,0
2024-04-28,Ras Malai,Desserts,56,51,Sunday,1,0,Sunny,14,0
2024-04-28,Kheer,Desserts,49,44,Sunday,1,0,Sunny,14,0
2024-04-28,Kulfi,Desserts,46,35,Sunday,1,0,Sunny,14,0
2024-04-29,Paneer Butter Masala,Main Course,32,29,Monday,0,0,Stormy,8,0
2024-04-29,Dal Makhani,Main Course,45,35,Monday,0,0,Stormy,8,0
2024-04-29,Chicken Biryani,Main Course,38,34,Monday,0,0,Stormy,8,0
2024-04-29,Mutton Rogan Josh,Main Course,32,17,Monday,0,0,Stormy,8,0
2024-04-29,Paneer Tikka,Starters,49,32,Monday,0,0,Stormy,8,0
2024-04-29,Chicken Tandoori,Starters,45,38,Monday,0,0,Stormy,8,0
2024-04-29,Veg Spring Rolls,Starters,54,47,Monday,0,0,Stormy,8,0
2024-04-29,Fish Amritsari,Starters,43,28,Monday,0,0,Stormy,8,0
2024-04-29,Butter Naan,Breads,71,60,Monday,0,0,Stormy,8,0
2024-04-29,Garlic Naan,Breads,63,56,Monday,0,0,Stormy,8,0
2024-04-29,Tandoori Roti,Breads,60,39,Monday,0,0,Stormy,8,0
2024-04-29,Gulab Jamun,Desserts,38,33,Monday,0,0,Stormy,8,0
2024-04-29,Ras Malai,Desserts,35,26,Monday,0,0,Stormy,8,0
2024-04-29,Kheer,Desserts,26,20,Monday,0,0,Stormy,8,0
2024-04-29,Kulfi,Desserts,25,14,Monday,0,0,Stormy,8,0
2024-04-30,Paneer Butter Masala,Main Course,41,39,Tuesday,0,0,Rainy,12,0
2024-04-30,Dal Makhani,Main Course,44,28,Tuesday,0,0,Rainy,12,0
2024-04-30,Chicken Biryani,Main Course,37,33,Tuesday,0,0,Rainy,12,0
2024-04-30,Mutton Rogan Josh,Main Course,39,29,Tuesday,0,0,Rainy,12,0
2024-04-30,Paneer Tikka,Starters,55,37,Tuesday,0,0,Rainy,12,0
2024-04-30,Chicken Tandoori,Starters,52,36,Tuesday,0,0,Rainy,12,0
2024-04-30,Veg Spring Rolls,Starters,58,43,Tuesday,0,0,Rainy,12,0
2024-04-30,Fish Amritsari,Starters,48,38,Tuesday,0,0,Rainy,12,0
2024-04-30,Butter Naan,Breads,72,57,Tuesday,0,0,Rainy,12,0
2024-04-30,Garlic Naan,Breads,69,48,Tuesday,0,0,Rainy,12,0
2024-04-30,Tandoori Roti,Breads,66,55,Tuesday,0,0,Rainy,12,0
2024-04-30,Gulab Jamun,Desserts,32,23,Tuesday,0,0,Rainy,12,0
2024-04-30,Ras Malai,Desserts,36,31,Tuesday,0,0,Rainy,12,0
2024-04-30,Kheer,Desserts,27,19,Tuesday,0,0,Rainy,12,0
2024-04-30,Kulfi,Desserts,28,15,Tuesday,0,0,Rainy,12,0
2024-05-01,Paneer Butter Masala,Main Course,69,66,Wednesday,0,1,Sunny,9,1
2024-05-01,Dal Makhani,Main Course,68,51,Wednesday,0,1,Sunny,9,1
2024-05-01,Chicken Biryani,Main Course,66,53,Wednesday,0,1,Sunny,9,1
2024-05-01,Mutton Rogan Josh,Main Course,55,30,Wednesday,0,1,Sunny,9,1
2024-05-01,Paneer Tikka,Starters,77,61,Wednesday,0,1,Sunny,9,1
2024-05-01,Chicken Tandoori,Starters,74,69,Wednesday,0,1,Sunny,9,1
2024-05-01,Veg Spring Rolls,Starters,83,57,Wednesday,0,1,Sunny,9,1
2024-05-01,Fish Amritsari,Starters,92,68,Wednesday,0,1,Sunny,9,1
2024-05-01,Butter Naan,Breads,110,103,Wednesday,0,1,Sunny,9,1
2024-05-01,Garlic Naan,Breads,136,102,Wednesday,0,1,Sunny,9,1
2024-05-01,Tandoori Roti,Breads,129,97,Wednesday,0,1,Sunny,9,1
2024-05-01,Gulab Jamun,Desserts,58,54,Wednesday,0,1,Sunny,9,1
2024-05-01,Ras Malai,Desserts,47,37,Wednesday,0,1,Sunny,9,1
2024-05-01,Kheer,Desserts,49,34,Wednesday,0,1,Sunny,9,1
2024-05-01,Kulfi,Desserts,46,32,Wednesday,0,1,Sunny,9,1
2024-05-02,Paneer Butter Masala,Main Course,41,36,Thursday,0,0,Sunny,10,0
2024-05-02,Dal Makhani,Main Course,49,41,Thursday,0,0,Sunny,10,0
2024-05-02,Chicken Biryani,Main Course,42,39,Thursday,0,0,Sunny,10,0
2024-05-02,Mutton Rogan Josh,Main Course,39,27,Thursday,0,0,Sunny,10,0
2024-05-02,Paneer Tikka,Starters,62,43,Thursday,0,0,Sunny,10,0
2024-05-02,Chicken Tandoori,Starters,53,38,Thursday,0,0,Sunny,10,0
2024-05-02,Veg Spring Rolls,Starters,56,51,Thursday,0,0,Sunny,10,0
2024-05-02,Fish Amritsari,Starters,51,40,Thursday,0,0,Sunny,10,0
2024-05-02,Butter Naan,Breads,71,59,Thursday,0,0,Sunny,10,0
2024-05-02,Garlic Naan,Breads,67,55,Thursday,0,0,Sunny,10,0
2024-05-02,Tandoori Roti,Breads,75,64,Thursday,0,0,Sunny,10,0
2024-05-02,Gulab Jamun,Desserts,35,27,Thursday,0,0,Sunny,10,0
2024-05-02,Ras Malai,Desserts,40,31,Thursday,0,0,Sunny,10,0
2024-05-02,Kheer,Desserts,34,26,Thursday,0,0,Sunny,10,0
2024-05-02,Kulfi,Desserts,31,19,Thursday,0,0,Sunny,10,0
2024-05-03,Paneer Butter Masala,Main Course,49,40,Friday,0,0,Sunny,10,0
2024-05-03,Dal Makhani,Main Course,53,40,Friday,0,0,Sunny,10,0
2024-05-03,Chicken Biryani,Main Course,48,46,Friday,0,0,Sunny,10,0
2024-05-03,Mutton Rogan Josh,Main Course,71,25,Friday,0,0,Sunny,10,0
2024-05-03,Paneer Tikka,Starters,57,40,Friday,0,0,Sunny,10,0
2024-05-03,Chicken Tandoori,Starters,46,39,Friday,0,0,Sunny,10,0
2024-05-03,Veg Spring Rolls,Starters,50,44,Friday,0,0,Sunny,10,0
2024-05-03,Fish Amritsari,Starters,53,31,Friday,0,0,Sunny,10,0
2024-05-03,Butter Naan,Breads,71,65,Friday,0,0,Sunny,10,0
2024-05-03,Garlic Naan,Breads,77,64,Friday,0,0,Sunny,10,0
2024-05-03,Tandoori Roti,Breads,79,64,Friday,0,0,Sunny,10,0
2024-05-03,Gulab Jamun,Desserts,38,27,Friday,0,0,Sunny,10,0
2024-05-03,Ras Malai,Desserts,40,32,Friday,0,0,Sunny,10,0
2024-05-03,Kheer,Desserts,34,25,Friday,0,0,Sunny,10,0
2024-05-03,Kulfi,Desserts,33,21,Friday,0,0,Sunny,10,0
2024-05-04,Paneer Butter Masala,Main Course,68,62,Saturday,1,0,Sunny,10,0
2024-05-04,Dal Makhani,Main Course,71,55,Saturday,1,0,Sunny,10,0
2024-05-04,Chicken Biryani,Main Course,60,51,Saturday,1,0,Sunny,10,0
2024-05-04,Mutton Rogan Josh,Main Course,52,30,Saturday,1,0,Sunny,10,0
2024-05-04,Paneer Tikka,Starters,75,65,Saturday,1,0,Sunny,10,0
2024-05-04,Chicken Tandoori,Starters,76,60,Saturday,1,0,Sunny,10,0
2024-05-04,Veg Spring Rolls,Starters,85,60,Saturday,1,0,Sunny,10,0
2024-05-04,Fish Amritsari,Starters,74,45,Saturday,1,0,Sunny,10,0
2024-05-04,Butter Naan,Breads,115,108,Saturday,1,0,Sunny,10,0
2024-05-04,Garlic Naan,Breads,185,73,Saturday,1,0,Sunny,10,0
2024-05-04,Tandoori Roti,Breads,105,76,Saturday,1,0,Sunny,10,0
2024-05-04,Gulab Jamun,Desserts,62,42,Saturday,1,0,Sunny,10,0
2024-05-04,Ras Malai,Desserts,56,42,Saturday,1,0,Sunny,10,0
2024-05-04,Kheer,Desserts,42,35,Saturday,1,0,Sunny,10,0
2024-05-04,Kulfi,Desserts,43,22,Saturday,1,0,Sunny,10,0
2024-05-05,Paneer Butter Masala,Main Course,56,49,Sunday,1,0,Sunny,12,0
2024-05-05,Dal Makhani,Main Course,69,60,Sunday,1,0,Sunny,12,0
2024-05-05,Chicken Biryani,Main Course,60,55,Sunday,1,0,Sunny,12,0
2024-05-05,Mutton Rogan Josh,Main Course,50,29,Sunday,1,0,Sunny,12,0
2024-05-05,Paneer Tikka,Starters,76,59,Sunday,1,0,Sunny,12,0
2024-05-05,Chicken Tandoori,Starters,68,63,Sunday,1,0,Sunny,12,0
2024-05-05,Veg Spring Rolls,Starters,78,59,Sunday,1,0,Sunny,12,0
2024-05-05,Fish Amritsari,Starters,79,26,Sunday,1,0,Sunny,12,0
2024-05-05,Butter Naan,Breads,109,105,Sunday,1,0,Sunny,12,0
2024-05-05,Garlic Naan,Breads,116,83,Sunday,1,0,Sunny,12,0
2024-05-05,Tandoori Roti,Breads,118,109,Sunday,1,0,Sunny,12,0
2024-05-05,Gulab Jamun,Desserts,49,45,Sunday,1,0,Sunny,12,0
2024-05-05,Ras Malai,Desserts,55,43,Sunday,1,0,Sunny,12,0
2024-05-05,Kheer,Desserts,39,32,Sunday,1,0,Sunny,12,0
2024-05-05,Kulfi,Desserts,46,14,Sunday,1,0,Sunny,12,0
2024-05-06,Paneer Butter Masala,Main Course,85,44,Monday,0,0,Sunny,12,0
2024-05-06,Dal Makhani,Main Course,52,48,Monday,0,0,Sunny,12,0
2024-05-06,Chicken Biryani,Main Course,47,45,Monday,0,0,Sunny,12,0
2024-05-06,Mutton Rogan Josh,Main Course,36,22,Monday,0,0,Sunny,12,0
2024-05-06,Paneer Tikka,Starters,55,38,Monday,0,0,Sunny,12,0
2024-05-06,Chicken Tandoori,Starters,52,41,Monday,0,0,Sunny,12,0
2024-05-06,Veg Spring Rolls,Starters,57,42,Monday,0,0,Sunny,12,0
2024-05-06,Fish Amritsari,Starters,48,31,Monday,0,0,Sunny,12,0
2024-05-06,Butter Naan,Breads,70,61,Monday,0,0,Sunny,12,0
2024-05-06,Garlic Naan,Breads,82,53,Monday,0,0,Sunny,12,0
2024-05-06,Tandoori Roti,Breads,89,73,Monday,0,0,Sunny,12,0
2024-05-06,Gulab Jamun,Desserts,43,38,Monday,0,0,Sunny,12,0
2024-05-06,Ras Malai,Desserts,39,25,Monday,0,0,Sunny,12,0
2024-05-06,Kheer,Desserts,30,20,Monday,0,0,Sunny,12,0
2024-05-06,Kulfi,Desserts,27,14,Monday,0,0,Sunny,12,0
2024-05-07,Paneer Butter Masala,Main Course,43,41,Tuesday,0,0,Cloudy,8,0
2024-05-07,Dal Makhani,Main Course,53,46,Tuesday,0,0,Cloudy,8,0
2024-05-07,Chicken Biryani,Main Course,81,40,Tuesday,0,0,Cloudy,8,0
2024-05-07,Mutton Rogan Josh,Main Course,36,20,Tuesday,0,0,Cloudy,8,0
2024-05-07,Paneer Tikka,Starters,53,44,Tuesday,0,0,Cloudy,8,0
2024-05-07,Chicken Tandoori,Starters,54,48,Tuesday,0,0,Cloudy,8,0
2024-05-07,Veg Spring Rolls,Starters,56,45,Tuesday,0,0,Cloudy,8,0
2024-05-07,Fish Amritsari,Starters,53,29,Tuesday,0,0,Cloudy,8,0
2024-05-07,Butter Naan,Breads,81,68,Tuesday,0,0,Cloudy,8,0
2024-05-07,Garlic Naan,Breads,76,63,Tuesday,0,0,Cloudy,8,0
2024-05-07,Tandoori Roti,Breads,86,73,Tuesday,0,0,Cloudy,8,0
2024-05-07,Gulab Jamun,Desserts,41,35,Tuesday,0,0,Cloudy,8,0
2024-05-07,Ras Malai,Desserts,34,31,Tuesday,0,0,Cloudy,8,0
2024-05-07,Kheer,Desserts,32,21,Tuesday,0,0,Cloudy,8,0
2024-05-07,Kulfi,Desserts,32,21,Tuesday,0,0,Cloudy,8,0
2024-05-08,Paneer Butter Masala,Main Course,41,33,Wednesday,0,0,Sunny,12,0
2024-05-08,Dal Makhani,Main Course,44,29,Wednesday,0,0,Sunny,12,0
2024-05-08,Chicken Biryani,Main Course,44,42,Wednesday,0,0,Sunny,12,0
2024-05-08,Mutton Rogan Josh,Main Course,41,27,Wednesday,0,0,Sunny,12,0
2024-05-08,Paneer Tikka,Starters,56,42,Wednesday,0,0,Sunny,12,0
2024-05-08,Chicken Tandoori,Starters,55,43,Wednesday,0,0,Sunny,12,0
2024-05-08,Veg Spring Rolls,Starters,62,53,Wednesday,0,0,Sunny,12,0
2024-05-08,Fish Amritsari,Starters,52,30,Wednesday,0,0,Sunny,12,0
2024-05-08,Butter Naan,Breads,75,72,Wednesday,0,0,Sunny,12,0
2024-05-08,Garlic Naan,Breads,77,50,Wednesday,0,0,Sunny,12,0
2024-05-08,Tandoori Roti,Breads,88,79,Wednesday,0,0,Sunny,12,0
2024-05-08,Gulab Jamun,Desserts,37,34,Wednesday,0,0,Sunny,12,0
2024-05-08,Ras Malai,Desserts,36,28,Wednesday,0,0,Sunny,12,0
2024-05-08,Kheer,Desserts,31,20,Wednesday,0,0,Sunny,12,0
2024-05-08,Kulfi,Desserts,32,20,Wednesday,0,0,Sunny,12,0
2024-05-09,Paneer Butter Masala,Main Course,42,36,Thursday,0,0,Cloudy,8,0
2024-05-09,Dal Makhani,Main Course,44,33,Thursday,0,0,Cloudy,8,0
2024-05-09,Chicken Biryani,Main Course,44,35,Thursday,0,0,Cloudy,8,0
2024-05-09,Mutton Rogan Josh,Main Course,41,24,Thursday,0,0,Cloudy,8,0
2024-05-09,Paneer Tikka,Starters,55,45,Thursday,0,0,Cloudy,8,0
2024-05-09,Chicken Tandoori,Starters,53,36,Thursday,0,0,Cloudy,8,0
2024-05-09,Veg Spring Rolls,Starters,61,43,Thursday,0,0,Cloudy,8,0
2024-05-09,Fish Amritsari,Starters,55,35,Thursday,0,0,Cloudy,8,0
2024-05-09,Butter Naan,Breads,79,76,Thursday,0,0,Cloudy,8,0
2024-05-09,Garlic Naan,Breads,76,64,Thursday,0,0,Cloudy,8,0
2024-05-09,Tandoori Roti,Breads,88,68,Thursday,0,0,Cloudy,8,0
2024-05-09,Gulab Jamun,Desserts,44,31,Thursday,0,0,Cloudy,8,0
2024-05-09,Ras Malai,Desserts,35,30,Thursday,0,0,Cloudy,8,0
2024-05-09,Kheer,Desserts,30,23,Thursday,0,0,Cloudy,8,0
2024-05-09,Kulfi,Desserts,28,18,Thursday,0,0,Cloudy,8,0
2024-05-10,Paneer Butter Masala,Main Course,47,39,Friday,0,0,Sunny,8,0
2024-05-10,Dal Makhani,Main Course,50,37,Friday,0,0,Sunny,8,0
2024-05-10,Chicken Biryani,Main Course,41,36,Friday,0,0,Sunny,8,0
2024-05-10,Mutton Rogan Josh,Main Course,39,25,Friday,0,0,Sunny,8,0
2024-05-10,Paneer Tikka,Starters,55,37,Friday,0,0,Sunny,8,0
2024-05-10,Chicken Tandoori,Starters,45,39,Friday,0,0,Sunny,8,0
2024-05-10,Veg Spring Rolls,Starters,58,47,Friday,0,0,Sunny,8,0
2024-05-10,Fish Amritsari,Starters,49,26,Friday,0,0,Sunny,8,0
2024-05-10,Butter Naan,Breads,77,64,Friday,0,0,Sunny,8,0
2024-05-10,Garlic Naan,Breads,83,65,Friday,0,0,Sunny,8,0
2024-05-10,Tandoori Roti,Breads,79,56,Friday,0,0,Sunny,8,0
2024-05-10,Gulab Jamun,Desserts,36,28,Friday,0,0,Sunny,8,0
2024-05-10,Ras Malai,Desserts,34,31,Friday,0,0,Sunny,8,0
2024-05-10,Kheer,Desserts,29,24,Friday,0,0,Sunny,8,0
2024-05-10,Kulfi,Desserts,42,20,Friday,0,0,Sunny,8,0
2024-05-11,Paneer Butter Masala,Main Course,55,49,Saturday,1,0,Sunny,13,0
2024-05-11,Dal Makhani,Main Course,76,58,Saturday,1,0,Sunny,13,0
2024-05-11,Chicken Biryani,Main Course,63,51,Saturday,1,0,Sunny,13,0
2024-05-11,Mutton Rogan Josh,Main Course,60,30,Saturday,1,0,Sunny,13,0
2024-05-11,Paneer Tikka,Starters,84,63,Saturday,1,0,Sunny,13,0
2024-05-11,Chicken Tandoori,Starters,75,59,Saturday,1,0,Sunny,13,0
2024-05-11,Veg Spring Rolls,Starters,79,56,Saturday,1,0,Sunny,13,0
2024-05-11,Fish Amritsari,Starters,80,47,Saturday,1,0,Sunny,13,0
2024-05-11,Butter Naan,Breads,102,95,Saturday,1,0,Sunny,13,0
2024-05-11,Garlic Naan,Breads,107,91,Saturday,1,0,Sunny,13,0
2024-05-11,Tandoori Roti,Breads,99,73,Saturday,1,0,Sunny,13,0
2024-05-11,Gulab Jamun,Desserts,53,39,Saturday,1,0,Sunny,13,0
2024-05-11,Ras Malai,Desserts,51,44,Saturday,1,0,Sunny,13,0
2024-05-11,Kheer,Desserts,44,28,Saturday,1,0,Sunny,13,0
2024-05-11,Kulfi,Desserts,47,24,Saturday,1,0,Sunny,13,0
2024-05-12,Paneer Butter Masala,Main Course,68,61,Sunday,1,0,Cloudy,14,0
2024-05-12,Dal Makhani,Main Course,71,46,Sunday,1,0,Cloudy,14,0
2024-05-12,Chicken Biryani,Main Course,53,44,Sunday,1,0,Cloudy,14,0
2024-05-12,Mutton Rogan Josh,Main Course,52,33,Sunday,1,0,Cloudy,14,0
2024-05-12,Paneer Tikka,Starters,75,56,Sunday,1,0,Cloudy,14,0
2024-05-12,Chicken Tandoori,Starters,78,64,Sunday,1,0,Cloudy,14,0
2024-05-12,Veg Spring Rolls,Starters,89,67,Sunday,1,0,Cloudy,14,0
2024-05-12,Fish Amritsari,Starters,77,49,Sunday,1,0,Cloudy,14,0
